"Sep=;"
Clase;Grupo;"Cuenta Mayor";Auxiliar;"Sub cuentas del Aux";"Sub cuentas de sub cuenta Aux";Clasificación;"Nombre de la Cuenta";"Modelo Anclado";"Id Anclado"
6;1;2;014;15;02;"Sub cuentas de sub cuenta Aux";"KM COMAYAGUA 4 - ALL IN ONE";accounts;"KM COMAYAGUA 4 - ALL IN ONE"
6;1;2;014;15;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA #5";accounts;"KM MOTOS COMAYAGUA #5"
6;1;2;014;15;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS COMAYAGUA #6";accounts;"KM MOTOS COMAYAGUA #6"
6;1;2;014;15;05;"Sub cuentas de sub cuenta Aux";"Comayagua 7";;
6;1;2;014;15;06;"Sub cuentas de sub cuenta Aux";"ALL IN ONE - CHOLUTECA";accounts;"ALL IN ONE - CHOLUTECA "
6;1;2;014;15;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS SIGUATEPEQUE #1";accounts;"KM MOTOS SIGUATEPEQUE #1"
6;1;2;014;15;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS SAN LORENZO";accounts;"KM MOTOS SAN LORENZO"
6;1;2;014;15;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA ESPERANZA #1";accounts;"KM MOTOS LA ESPERANZA #1"
6;1;2;014;15;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA ROSA";accounts;"KM MOTOS - SANTA ROSA"
6;1;2;014;15;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA BARBARA";accounts;"KM MOTOS - SANTA BARBARA"
6;1;2;014;15;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TALANGA";accounts;"KM MOTOS - TALANGA"
6;1;2;014;15;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS - AZACUALPA SANTA BARBARA";accounts;"KM MOTOS - AZACUALPA SANTA BARBARA"
6;1;2;014;15;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LAS VEGAS SANTA BARBARA";accounts;"KM MOTOS - LAS VEGAS SANTA BARBARA"
6;1;2;014;15;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SIGUATEPEQUE #2";accounts;"KM MOTOS - SIGUATEPEQUE #2"
6;1;2;014;15;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA ESPERANZA #2";accounts;"KM MOTOS - LA ESPERANZA #2"
6;1;2;014;15;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS - CHOLUTECA 2";accounts;"KM MOTOS - CHOLUTECA 2"
6;1;2;014;15;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - CHOLUTECA 3";accounts;"KM MOTOS - CHOLUTECA 3"
6;1;2;014;15;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA ROSA COPAN #2";accounts;"GRUPO TODO EN UNO HN - SANTA ROSA COPAN #2"
6;1;2;014;15;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TAULABE";accounts;"GRUPO TODO EN UNO HN - TAULABE"
6;1;2;014;15;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS - JESUS DE OTORO";accounts;"KM MOTOS - JESUS DE OTORO"
6;1;2;014;15;22;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SAN MARCOS";accounts;"GRUPO KM CARS HN - SAN MARCOS DE OCOTEPEQUE"
6;1;2;014;15;23;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SIGUATEPEQUE #3";accounts;"GRUPO TODO EN UNO HN - SIGUATEPEQUE #3"
6;1;2;014;15;24;"Sub cuentas de sub cuenta Aux";"KM MOTO - QUIMISTAN";accounts;"GRUPO TODO EN UNO HN - QUIMISTAN"
6;1;2;014;16;00;"Sub cuentas del Aux";"Gastos Menores KM CARS";organization_company;"KM CARS"
6;1;2;014;16;01;"Sub cuentas de sub cuenta Aux";"KM MOTOS - COMAYAGUA #3";accounts;"KM MOTOS - COMAYAGUA #3"
6;1;2;014;16;02;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA CUESTA #1";accounts;"KM MOTOS - LA CUESTA #1"
6;1;2;014;16;03;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA LIBERTAD";accounts;"KM MOTOS LA LIBERTAD"
6;1;2;014;16;04;"Sub cuentas de sub cuenta Aux";"KM MOTOS - ENTRADA COPAN";accounts;"KM MOTOS - ENTRADA COPAN"
6;1;2;014;16;05;"Sub cuentas de sub cuenta Aux";"KM MOTOS GRACIAS LEMPIRA";accounts;"KM MOTOS GRACIAS LEMPIRA"
6;1;2;014;16;06;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MARCALA #1";accounts;"KM MOTOS - MARCALA #1"
6;1;2;014;16;07;"Sub cuentas de sub cuenta Aux";"KM MOTOS DANLI";accounts;"KM MOTOS DANLI"
6;1;2;014;16;08;"Sub cuentas de sub cuenta Aux";"KM MOTOS EL PARAISO";accounts;"KM MOTOS EL PARAISO"
6;1;2;014;16;09;"Sub cuentas de sub cuenta Aux";"KM MOTOS PUERTO CORTES";accounts;"KM MOTOS PUERTO CORTES"
6;1;2;014;16;10;"Sub cuentas de sub cuenta Aux";"KM MOTOS CHOLOMA";accounts;"KM MOTOS CHOLOMA"
6;1;2;014;16;11;"Sub cuentas de sub cuenta Aux";"KM MOTOS - VILLANUEVA";accounts;"KM MOTOS - VILLANUEVA"
6;1;2;014;16;12;"Sub cuentas de sub cuenta Aux";"KM MOTOS LA CEIBA";accounts;"KM MOTOS LA CEIBA"
6;1;2;014;16;13;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MARCALA 2";accounts;"KM MOTOS - MARCALA 2"
6;1;2;014;16;14;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA ENTRADA #2";accounts;"KM MOTOS - LA ENTRADA #2"
6;1;2;014;16;15;"Sub cuentas de sub cuenta Aux";"KM MOTOS - YORO, YORO";accounts;"KM MOTOS - YORO, YORO"
6;1;2;014;16;16;"Sub cuentas de sub cuenta Aux";"KM MOTOS - MORAZAN YORO";accounts;"KM MOTOS - MORAZAN YORO"
6;1;2;014;16;17;"Sub cuentas de sub cuenta Aux";"KM MOTOS - SANTA CRUZ DE YOJOA";accounts;"KM MOTOS - SANTA CRUZ DE YOJOA"
6;1;2;014;16;18;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LA CUESTA #2";accounts;"KM MOTOS - LA CUESTA #2"
6;1;2;014;16;19;"Sub cuentas de sub cuenta Aux";"KM MOTOS - TROJES";accounts;"GRUPO KM CARS HN - TROJES"
6;1;2;014;16;20;"Sub cuentas de sub cuenta Aux";"KM MOTOS SAN JUAN";accounts;"GRUPO TODO EN UNO HN - SAN JUAN "
6;1;2;014;16;21;"Sub cuentas de sub cuenta Aux";"KM MOTOS - DANLI 2";accounts;"GRUPO KM CARS HN - DANLI 2"
6;1;2;014;16;22;"Sub cuentas de sub cuenta Aux";"KM MOTOS - LEPAERA";accounts;"GRUPO KM CARS HN - LEPAERA"
6;1;2;015;00;00;Auxiliar;"Mantenimiento preventivo Vehiculo";;
6;1;2;016;00;00;Auxiliar;"Gastos de Viaje";;
6;1;2;017;00;00;Auxiliar;"Consumo de papeleria";;
6;1;2;018;00;00;Auxiliar;"Seguro de mercaderia";;
6;1;2;019;00;00;Auxiliar;"Gasto por entrega de mercaderia a Cliente";;
6;1;2;020;00;00;Auxiliar;"Impuesto sobre volumen de Ventas";;
6;1;2;021;00;00;Auxiliar;"Depreciacion Equipo de Reparto";;
6;1;2;022;00;00;Auxiliar;"Depreciacion Mobiliario y equipo";;
6;1;2;023;00;00;Auxiliar;"Equipo menor";;
6;1;2;024;00;00;Auxiliar;"Gastos Varios";;
6;1;3;000;00;00;"Cuenta Mayor";"Gastos de Administracion";;
6;1;3;001;00;00;Auxiliar;"Gastos de Administracion KM motos";organization_company;"KM MOTOS"
6;1;3;001;01;00;"Sub cuentas del Aux";"Gastos de Administracion  Sueldos de Empleados";organization_company;"KM MOTOS"
6;1;3;001;02;00;"Sub cuentas del Aux";"Gastos de Administracion  Provisionamiento 13avo";organization_company;"KM MOTOS"
6;1;3;001;03;00;"Sub cuentas del Aux";"Gastos de Administracion  Provisionamiento 14avo";organization_company;"KM MOTOS"
6;1;3;001;04;00;"Sub cuentas del Aux";"Gastos de Administracion  Seguro Social";organization_company;"KM MOTOS"
6;1;3;001;05;00;"Sub cuentas del Aux";"Gastos de Administracion  Decimo Tercer";organization_company;"KM MOTOS"
6;1;3;001;06;00;"Sub cuentas del Aux";"Gastos de Administracion  Decimo Cuarto";organization_company;"KM MOTOS"
6;1;3;001;07;00;"Sub cuentas del Aux";"Gastos de Administracion  Alquiler del Local Oficinas";organization_company;"KM MOTOS"
6;1;3;001;08;00;"Sub cuentas del Aux";"Gastos de Administracion  Energia electrica";organization_company;"KM MOTOS"
6;1;3;001;09;00;"Sub cuentas del Aux";"Gastos de Administracion  Agua";organization_company;"KM MOTOS"
6;1;3;001;10;00;"Sub cuentas del Aux";"Gastos de Administracion  Plan de Telefono";organization_company;"KM MOTOS"
6;1;3;001;11;00;"Sub cuentas del Aux";"Gastos de Administracion  Combustibles y Lubricantes";organization_company;"KM MOTOS"
6;1;3;001;12;00;"Sub cuentas del Aux";"Gastos de Administracion  Reparacion de Mobiliario y equipo";organization_company;"KM MOTOS"
6;1;3;001;13;00;"Sub cuentas del Aux";"Gastos de Administracion  Consumo de Papeleria";organization_company;"KM MOTOS"
6;1;3;001;14;00;"Sub cuentas del Aux";"Gastos de Administracion  Mantenimiento de Moviliario y Equipo ";organization_company;"KM MOTOS"
6;1;3;002;00;00;Auxiliar;"Gastos de Administracion MOTOREPUESTOS TODO EN UNO";organization_company;"MOTOREPUESTOS TODO EN UNO"
6;1;3;002;01;00;"Sub cuentas del Aux";"Gastos de Administracion  Sueldos de Empleados";organization_company;"KM MOTOS"
6;1;3;002;02;00;"Sub cuentas del Aux";"Gastos de Administracion  Provisionamiento 13avo";organization_company;"KM MOTOS"
6;1;3;002;03;00;"Sub cuentas del Aux";"Gastos de Administracion  Provisionamiento 14avo";organization_company;"KM MOTOS"
6;1;3;002;04;00;"Sub cuentas del Aux";"Gastos de Administracion  Seguro Social";organization_company;"KM MOTOS"
6;1;3;002;05;00;"Sub cuentas del Aux";"Gastos de Administracion  Decimo Tercer";organization_company;"KM MOTOS"
6;1;3;002;06;00;"Sub cuentas del Aux";"Gastos de Administracion  Decimo Cuarto";organization_company;"KM MOTOS"
6;1;3;002;07;00;"Sub cuentas del Aux";"Gastos de Administracion  Alquiler del Local Oficinas";organization_company;"KM MOTOS"
6;1;3;002;08;00;"Sub cuentas del Aux";"Gastos de Administracion  Energia electrica";organization_company;"KM MOTOS"
6;1;3;002;09;00;"Sub cuentas del Aux";"Gastos de Administracion  Agua";organization_company;"KM MOTOS"
6;1;3;002;10;00;"Sub cuentas del Aux";"Gastos de Administracion  Plan de Telefono";organization_company;"KM MOTOS"
6;1;3;002;11;00;"Sub cuentas del Aux";"Gastos de Administracion  Combustibles y Lubricantes";organization_company;"KM MOTOS"
6;1;3;002;12;00;"Sub cuentas del Aux";"Gastos de Administracion  Reparacion de Mobiliario y equipo";organization_company;"KM MOTOS"
6;1;3;002;13;00;"Sub cuentas del Aux";"Gastos de Administracion  Consumo de Papeleria";organization_company;"KM MOTOS"
6;1;3;002;14;00;"Sub cuentas del Aux";"Gastos de Administracion  Mantenimiento de Moviliario y Equipo ";organization_company;"KM MOTOS"
6;1;3;003;00;00;Auxiliar;"Gastos de Administracion KM CARS";organization_company;"KM CARS"
6;1;3;003;01;00;"Sub cuentas del Aux";"Gastos de Administracion  Sueldos de Empleados";organization_company;"KM MOTOS"
6;1;3;003;02;00;"Sub cuentas del Aux";"Gastos de Administracion  Provisionamiento 13avo";organization_company;"KM MOTOS"
6;1;3;003;03;00;"Sub cuentas del Aux";"Gastos de Administracion  Provisionamiento 14avo";organization_company;"KM MOTOS"
6;1;3;003;04;00;"Sub cuentas del Aux";"Gastos de Administracion  Seguro Social";organization_company;"KM MOTOS"
6;1;3;003;05;00;"Sub cuentas del Aux";"Gastos de Administracion  Decimo Tercer";organization_company;"KM MOTOS"
6;1;3;003;06;00;"Sub cuentas del Aux";"Gastos de Administracion  Decimo Cuarto";organization_company;"KM MOTOS"
6;1;3;003;07;00;"Sub cuentas del Aux";"Gastos de Administracion  Alquiler del Local Oficinas";organization_company;"KM MOTOS"
6;1;3;003;08;00;"Sub cuentas del Aux";"Gastos de Administracion  Energia electrica";organization_company;"KM MOTOS"
6;1;3;003;09;00;"Sub cuentas del Aux";"Gastos de Administracion  Agua";organization_company;"KM MOTOS"
6;1;3;003;10;00;"Sub cuentas del Aux";"Gastos de Administracion  Plan de Telefono";organization_company;"KM MOTOS"
6;1;3;003;11;00;"Sub cuentas del Aux";"Gastos de Administracion  Combustibles y Lubricantes";organization_company;"KM MOTOS"
6;1;3;003;12;00;"Sub cuentas del Aux";"Gastos de Administracion  Reparacion de Mobiliario y equipo";organization_company;"KM MOTOS"
6;1;3;003;13;00;"Sub cuentas del Aux";"Gastos de Administracion  Consumo de Papeleria";organization_company;"KM MOTOS"
6;1;3;003;14;00;"Sub cuentas del Aux";"Gastos de Administracion  Mantenimiento de Moviliario y Equipo ";organization_company;"KM MOTOS"
6;1;3;000;00;00;"Cuenta Mayor";"Gastos de Operaciones";;
6;1;3;001;00;00;Auxiliar;"Gastos de Operaciones KM motos";organization_company;"KM MOTOS"
6;1;3;001;01;00;"Sub cuentas del Aux";"Gastos de Operaciones  Sueldos de Empleados";organization_company;"KM MOTOS"
6;1;3;001;02;00;"Sub cuentas del Aux";"Gastos de Operaciones  Provisionamiento 13avo";organization_company;"KM MOTOS"
6;1;3;001;03;00;"Sub cuentas del Aux";"Gastos de Operaciones  Provisionamiento 14avo";organization_company;"KM MOTOS"
6;1;3;001;04;00;"Sub cuentas del Aux";"Gastos de Operaciones  Seguro Social";organization_company;"KM MOTOS"
6;1;3;001;05;00;"Sub cuentas del Aux";"Gastos de Operaciones  Decimo Tercer";organization_company;"KM MOTOS"
6;1;3;001;06;00;"Sub cuentas del Aux";"Gastos de Operaciones  Decimo Cuarto";organization_company;"KM MOTOS"
6;1;3;001;07;00;"Sub cuentas del Aux";"Gastos de Operaciones  Alquiler del Local Oficinas";organization_company;"KM MOTOS"
6;1;3;001;08;00;"Sub cuentas del Aux";"Gastos de Operaciones  Energia electrica";organization_company;"KM MOTOS"
6;1;3;001;09;00;"Sub cuentas del Aux";"Gastos de Operaciones  Agua";organization_company;"KM MOTOS"
6;1;3;001;10;00;"Sub cuentas del Aux";"Gastos de Operaciones  Plan de Telefono";organization_company;"KM MOTOS"
6;1;3;001;11;00;"Sub cuentas del Aux";"Gastos de Operaciones  Combustibles y Lubricantes";organization_company;"KM MOTOS"
6;1;3;001;12;00;"Sub cuentas del Aux";"Gastos de Operaciones  Reparacion de Mobiliario y equipo";organization_company;"KM MOTOS"
6;1;3;001;13;00;"Sub cuentas del Aux";"Gastos de Operaciones  Consumo de Papeleria";organization_company;"KM MOTOS"
6;1;3;001;14;00;"Sub cuentas del Aux";"Gastos de Operaciones  Mantenimiento de Moviliario y Equipo ";organization_company;"KM MOTOS"
6;1;3;002;00;00;Auxiliar;"Gastos de Operaciones MOTOREPUESTOS TODO EN UNO";organization_company;"MOTOREPUESTOS TODO EN UNO"
6;1;3;002;01;00;"Sub cuentas del Aux";"Gastos de Operaciones  Sueldos de Empleados";organization_company;"KM MOTOS"
6;1;3;002;02;00;"Sub cuentas del Aux";"Gastos de Operaciones  Provisionamiento 13avo";organization_company;"KM MOTOS"
6;1;3;002;03;00;"Sub cuentas del Aux";"Gastos de Operaciones  Provisionamiento 14avo";organization_company;"KM MOTOS"
6;1;3;002;04;00;"Sub cuentas del Aux";"Gastos de Operaciones  Seguro Social";organization_company;"KM MOTOS"
6;1;3;002;05;00;"Sub cuentas del Aux";"Gastos de Operaciones  Decimo Tercer";organization_company;"KM MOTOS"
6;1;3;002;06;00;"Sub cuentas del Aux";"Gastos de Operaciones  Decimo Cuarto";organization_company;"KM MOTOS"
6;1;3;002;07;00;"Sub cuentas del Aux";"Gastos de Operaciones  Alquiler del Local Oficinas";organization_company;"KM MOTOS"
6;1;3;002;08;00;"Sub cuentas del Aux";"Gastos de Operaciones  Energia electrica";organization_company;"KM MOTOS"
6;1;3;002;09;00;"Sub cuentas del Aux";"Gastos de Operaciones  Agua";organization_company;"KM MOTOS"
6;1;3;002;10;00;"Sub cuentas del Aux";"Gastos de Operaciones  Plan de Telefono";organization_company;"KM MOTOS"
6;1;3;002;11;00;"Sub cuentas del Aux";"Gastos de Operaciones  Combustibles y Lubricantes";organization_company;"KM MOTOS"
6;1;3;002;12;00;"Sub cuentas del Aux";"Gastos de Operaciones  Reparacion de Mobiliario y equipo";organization_company;"KM MOTOS"
6;1;3;002;13;00;"Sub cuentas del Aux";"Gastos de Operaciones  Consumo de Papeleria";organization_company;"KM MOTOS"
6;1;3;002;14;00;"Sub cuentas del Aux";"Gastos de Operaciones  Mantenimiento de Moviliario y Equipo ";organization_company;"KM MOTOS"
6;1;3;003;00;00;Auxiliar;"Gastos de Operaciones KM CARS";organization_company;"KM CARS"
6;1;3;003;01;00;"Sub cuentas del Aux";"Gastos de Operaciones  Sueldos de Empleados";organization_company;"KM MOTOS"
6;1;3;003;02;00;"Sub cuentas del Aux";"Gastos de Operaciones  Provisionamiento 13avo";organization_company;"KM MOTOS"
6;1;3;003;03;00;"Sub cuentas del Aux";"Gastos de Operaciones  Provisionamiento 14avo";organization_company;"KM MOTOS"
6;1;3;003;04;00;"Sub cuentas del Aux";"Gastos de Operaciones  Seguro Social";organization_company;"KM MOTOS"
6;1;3;003;05;00;"Sub cuentas del Aux";"Gastos de Operaciones  Decimo Tercer";organization_company;"KM MOTOS"
6;1;3;003;06;00;"Sub cuentas del Aux";"Gastos de Operaciones  Decimo Cuarto";organization_company;"KM MOTOS"
6;1;3;003;07;00;"Sub cuentas del Aux";"Gastos de Operaciones  Alquiler del Local Oficinas";organization_company;"KM MOTOS"
6;1;3;003;08;00;"Sub cuentas del Aux";"Gastos de Operaciones  Energia electrica";organization_company;"KM MOTOS"
6;1;3;003;09;00;"Sub cuentas del Aux";"Gastos de Operaciones  Agua";organization_company;"KM MOTOS"
6;1;3;003;10;00;"Sub cuentas del Aux";"Gastos de Operaciones  Plan de Telefono";organization_company;"KM MOTOS"
6;1;3;003;11;00;"Sub cuentas del Aux";"Gastos de Operaciones  Combustibles y Lubricantes";organization_company;"KM MOTOS"
6;1;3;003;12;00;"Sub cuentas del Aux";"Gastos de Operaciones  Reparacion de Mobiliario y equipo";organization_company;"KM MOTOS"
6;1;3;003;13;00;"Sub cuentas del Aux";"Gastos de Operaciones  Consumo de Papeleria";organization_company;"KM MOTOS"
6;1;3;003;14;00;"Sub cuentas del Aux";"Gastos de Operaciones  Mantenimiento de Moviliario y Equipo ";organization_company;"KM MOTOS"
6;1;4;000;00;00;"Cuenta Mayor";"Gastos Personales";;
6;1;4;001;00;00;Auxiliar;"Gastos Personales";;
6;1;5;000;00;00;"Cuenta Mayor";"Gastos Financieros";;
6;1;5;001;00;00;Auxiliar;"Intereses pagados ya devengados";;
6;1;5;002;00;00;Auxiliar;"Comisiones Pagadas a los Bancos";;
6;1;5;003;00;00;Auxiliar;"Descto por pronto pago Concedido a Clientes";;
6;1;5;004;00;00;Auxiliar;"Tasa de Seguridad";;
6;1;6;000;00;00;"Cuenta Mayor";"Productos Financieros";;
6;1;6;001;00;00;Auxiliar;"Intereses Cobrados ya devengados";;
6;1;6;002;00;00;Auxiliar;"Descto por pronto pago de prov. Y Acreedores";;
6;1;7;000;00;00;"Cuenta Mayor";"Otros Gastos";;
6;1;7;001;00;00;Auxiliar;Donaciones;;
6;1;7;002;00;00;Auxiliar;"Perdida en ventas de Activo Fijo";;
6;1;7;003;00;00;Auxiliar;"Faltante de Caja chica";;
6;1;7;004;00;00;Auxiliar;Faltante;;
6;1;8;000;00;00;"Cuenta Mayor";"Otros Productos";;
6;1;8;001;00;00;Auxiliar;"Utilidad en ventas de Activo Fijo";;
6;1;8;002;00;00;Auxiliar;"Sobrante de Caja chica";;
6;1;8;003;00;00;Auxiliar;Sobrante;;
6;1;9;000;00;00;"Cuenta Mayor";"Impuesto Sobre la Renta a Pagar";;
6;1;9;001;00;00;Auxiliar;"Impuesto Sobre la Renta a Pagar";;
